SUB_CLASS,CATEGORY,MAIN_CLASS,KMD,ROW_COUNT,GENERAL_ABBREVIATION,ASSOCIATED_LIPID_MAPS_EXAMPLES
Clavulones [FA0312],Fatty Acyls [FA],Eicosanoids [FA03],0.7509,4,,[]
Clavulones [FA0312],Fatty Acyls [FA],Eicosanoids [FA03],0.8141,1,,[]
Coumestan flavonoids [PK1209],Polyketides [PK],Flavonoids [PK12],0.5639,1,,[]
Coumestan flavonoids [PK1209],Polyketides [PK],Flavonoids [PK12],0.6098,1,,[]
Coumestan flavonoids [PK1209],Polyketides [PK],Flavonoids [PK12],0.669,1,,[]
Coumestan flavonoids [PK1209],Polyketides [PK],Flavonoids [PK12],0.692,5,,[]
Coumestan flavonoids [PK1209],Polyketides [PK],Flavonoids [PK12],0.7149,8,,[]
Coumestan flavonoids [PK1209],Polyketides [PK],Flavonoids [PK12],0.7379,4,,[]
Cyano esters [FA0703],Fatty Acyls [FA],Fatty esters [FA07],0.822,1,,[]
Cyano esters [FA0703],Fatty Acyls [FA],Fatty esters [FA07],0.8947,10,,[]
Cyano esters [FA0703],Fatty Acyls [FA],Fatty esters [FA07],0.908,7,,[]
Cyano fatty acids [FA0111],Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],0.8545,1,,[]
Cyano fatty acids [FA0111],Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],0.908,1,,[]
Cycloartanols and derivatives [ST0110],Sterol Lipids [ST],Sterols [ST01],0.4855,3,,[]
Cycloartanols and derivatives [ST0110],Sterol Lipids [ST],Sterols [ST01],0.5218,1,,[]
Cycloartanols and derivatives [ST0110],Sterol Lipids [ST],Sterols [ST01],0.5582,1,,[]
Cycloartanols and derivatives [ST0110],Sterol Lipids [ST],Sterols [ST01],0.5945,1,,[]
Cycloartanols and derivatives [ST0110],Sterol Lipids [ST],Sterols [ST01],0.6041,2,,[]
Cycloartanols and derivatives [ST0110],Sterol Lipids [ST],Sterols [ST01],0.6404,1,,[]
Cycloartanols and derivatives [ST0110],Sterol Lipids [ST],Sterols [ST01],0.6768,2,,[]
Cycloartanols and derivatives [ST0110],Sterol Lipids [ST],Sterols [ST01],0.6997,1,,[]
Depsides and depsidones [PK1308],Polyketides [PK],Aromatic polyketides [PK13],0.5206,2,,[]
Depsides and depsidones [PK1308],Polyketides [PK],Aromatic polyketides [PK13],0.583,1,,[]
Depsides and depsidones [PK1308],Polyketides [PK],Aromatic polyketides [PK13],0.5975,1,,[]
Depsides and depsidones [PK1308],Polyketides [PK],Aromatic polyketides [PK13],0.6514,1,,[]
Depsides and depsidones [PK1308],Polyketides [PK],Aromatic polyketides [PK13],0.669,1,,[]
Depsides and depsidones [PK1308],Polyketides [PK],Aromatic polyketides [PK13],0.6744,1,,[]
Depsides and depsidones [PK1308],Polyketides [PK],Aromatic polyketides [PK13],0.7188,3,,[]
Depsides and depsidones [PK1308],Polyketides [PK],Aromatic polyketides [PK13],0.7283,1,,[]
Depsides and depsidones [PK1308],Polyketides [PK],Aromatic polyketides [PK13],0.7513,1,,[]
Di-glycerol tetraether glycans [GL0206],Glycerolipids [GL],Diradylglycerols [GL02],0.5156,1,,[]
Di-glycerol tetraether glycans [GL0206],Glycerolipids [GL],Diradylglycerols [GL02],0.6061,1,,[]
Di-glycerol tetraether glycans [GL0206],Glycerolipids [GL],Diradylglycerols [GL02],0.7342,1,,[]
Di-glycerol tetraethers [GL0205],Glycerolipids [GL],Diradylglycerols [GL02],0.8623,4,,[]
Diacylaminosugars [SL0102],Saccharolipids [SL],Acylaminosugars [SL01],0.3215,1,,[]
Diacylaminosugars [SL0102],Saccharolipids [SL],Acylaminosugars [SL01],0.3444,1,,[]
Diacylaminosugars [SL0102],Saccharolipids [SL],Acylaminosugars [SL01],0.6379,1,,[]
Diacylglycerophosphoinositolglycans [GP1501],Glycerophospholipids [GP],Glycerophosphoinositolglycans [GP15],0.9966,1,,[]
Diacylglycerophosphonocholines [GP1601],Glycerophospholipids [GP],Glycerophosphonocholines [GP16],0.7526,1,,[]
Diacylglycerophosphonoethanolamines [GP1701],Glycerophospholipids [GP],Glycerophosphonoethanolamines [GP17],0.7526,1,,[]
Diacylglycosylglycerophospholipids [GP1401],Glycerophospholipids [GP],Glycosylglycerophospholipids [GP14],0.4425,9,,[]
Diacylglycosylglycerophospholipids [GP1401],Glycerophospholipids [GP],Glycosylglycerophospholipids [GP14],0.5786,1,,[]
Diacylglycosylglycerophospholipids [GP1401],Glycerophospholipids [GP],Glycosylglycerophospholipids [GP14],0.5844,1,,[]
Dialkylglycerophosphoglycerophosphates [GP0504],Glycerophospholipids [GP],Glycerophosphoglycerophosphates [GP05],0.6528,1,,[]
Dialkylglycerophosphoglycerophosphodiradylglycerols [GP1212],Glycerophospholipids [GP],Glycerophosphoglycerophosphoglycerols [GP12],0.6069,3,,[]
Dialkylglycerophosphoinositolglycans [GP1507],Glycerophospholipids [GP],Glycerophosphoinositolglycans [GP15],0.5654,1,,[]
"Dibenzofurans, griseofulvins, dibenzopyrans and xanthones [PK1306]",Polyketides [PK],Aromatic polyketides [PK13],0.6782,1,,[]
"Dibenzofurans, griseofulvins, dibenzopyrans and xanthones [PK1306]",Polyketides [PK],Aromatic polyketides [PK13],0.7188,1,,[]
"Dibenzofurans, griseofulvins, dibenzopyrans and xanthones [PK1306]",Polyketides [PK],Aromatic polyketides [PK13],0.7283,1,,[]
Dicarboxylic acids [FA0117],Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],0.8029,1,,[]
Dicarboxylic acids [FA0117],Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],0.8831,1,,[]
Dicarboxylic acids [FA0117],Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],0.889,1,,[]
Dihydroflavonols [PK1215],Polyketides [PK],Flavonoids [PK12],0.5657,1,,[]
Dihydroflavonols [PK1215],Polyketides [PK],Flavonoids [PK12],0.6422,2,,[]
"Diphenyl ethers, biphenyls, dibenzyls and stilbenes [PK1309]",Polyketides [PK],Aromatic polyketides [PK13],0.4353,1,,[]
"Diphenyl ethers, biphenyls, dibenzyls and stilbenes [PK1309]",Polyketides [PK],Aromatic polyketides [PK13],0.4894,1,,[]
"Diphenyl ethers, biphenyls, dibenzyls and stilbenes [PK1309]",Polyketides [PK],Aromatic polyketides [PK13],0.4976,1,,[]
"Diphenyl ethers, biphenyls, dibenzyls and stilbenes [PK1309]",Polyketides [PK],Aromatic polyketides [PK13],0.5111,3,,[]
"Diphenyl ethers, biphenyls, dibenzyls and stilbenes [PK1309]",Polyketides [PK],Aromatic polyketides [PK13],0.5703,2,,[]
"Diphenyl ethers, biphenyls, dibenzyls and stilbenes [PK1309]",Polyketides [PK],Aromatic polyketides [PK13],0.5879,1,,[]
"Diphenyl ethers, biphenyls, dibenzyls and stilbenes [PK1309]",Polyketides [PK],Aromatic polyketides [PK13],0.6472,1,,[]
"Diphenyl ethers, biphenyls, dibenzyls and stilbenes [PK1309]",Polyketides [PK],Aromatic polyketides [PK13],0.6648,1,,[]
"Diphenyl ethers, biphenyls, dibenzyls and stilbenes [PK1309]",Polyketides [PK],Aromatic polyketides [PK13],0.6729,3,,[]
"Diphenyl ethers, biphenyls, dibenzyls and stilbenes [PK1309]",Polyketides [PK],Aromatic polyketides [PK13],0.6958,1,,[]
"Diphenyl ethers, biphenyls, dibenzyls and stilbenes [PK1309]",Polyketides [PK],Aromatic polyketides [PK13],0.7417,1,,[]
"Diphenyl ethers, biphenyls, dibenzyls and stilbenes [PK1309]",Polyketides [PK],Aromatic polyketides [PK13],0.7625,1,,[]
"Diphenyl ethers, biphenyls, dibenzyls and stilbenes [PK1309]",Polyketides [PK],Aromatic polyketides [PK13],0.7818,1,,[]
"Diphenyl ethers, biphenyls, dibenzyls and stilbenes [PK1309]",Polyketides [PK],Aromatic polyketides [PK13],0.8047,2,,[]
"Diphenyl ethers, biphenyls, dibenzyls and stilbenes [PK1309]",Polyketides [PK],Aromatic polyketides [PK13],0.8144,1,,[]
"Diphenyl ethers, biphenyls, dibenzyls and stilbenes [PK1309]",Polyketides [PK],Aromatic polyketides [PK13],0.8277,1,,[]
"Diphenyl ethers, biphenyls, dibenzyls and stilbenes [PK1309]",Polyketides [PK],Aromatic polyketides [PK13],0.8374,7,,[]
"Diphenyl ethers, biphenyls, dibenzyls and stilbenes [PK1309]",Polyketides [PK],Aromatic polyketides [PK13],0.8506,1,,[]
"Diphenyl ethers, biphenyls, dibenzyls and stilbenes [PK1309]",Polyketides [PK],Aromatic polyketides [PK13],0.8603,3,,[]
"Diphenyl ethers, biphenyls, dibenzyls and stilbenes [PK1309]",Polyketides [PK],Aromatic polyketides [PK13],0.8699,3,,[]
"Diphenyl ethers, biphenyls, dibenzyls and stilbenes [PK1309]",Polyketides [PK],Aromatic polyketides [PK13],0.9062,1,,[]
"Diphenylmethanes, acylphloroglucinols and benzophenones [PK1307]",Polyketides [PK],Aromatic polyketides [PK13],0.6098,1,,[]
"Diphenylmethanes, acylphloroglucinols and benzophenones [PK1307]",Polyketides [PK],Aromatic polyketides [PK13],0.7322,1,,[]
"Diphenylmethanes, acylphloroglucinols and benzophenones [PK1307]",Polyketides [PK],Aromatic polyketides [PK13],0.824,1,,[]
"Diphenylmethanes, acylphloroglucinols and benzophenones [PK1307]",Polyketides [PK],Aromatic polyketides [PK13],0.8317,2,,[]
"Diphenylmethanes, acylphloroglucinols and benzophenones [PK1307]",Polyketides [PK],Aromatic polyketides [PK13],0.8546,2,,[]
Dolichol diphosphates [PR0309],Prenol Lipids [PR],Polyprenols [PR03],0.0671,1,,[]
Dolichol diphosphates [PR0309],Prenol Lipids [PR],Polyprenols [PR03],0.6909,1,,[]
Dolichol monophosphates [PR0308],Prenol Lipids [PR],Polyprenols [PR03],0.6858,1,,[]
Dolichol monophosphates [PR0308],Prenol Lipids [PR],Polyprenols [PR03],0.7087,1,,[]
Dolichol monophosphates [PR0308],Prenol Lipids [PR],Polyprenols [PR03],0.8139,1,,[]
Dolichols [PR0307],Prenol Lipids [PR],Polyprenols [PR03],0.9005,2,,[]
Dolichols [PR0307],Prenol Lipids [PR],Polyprenols [PR03],0.9369,1,,[]
Epoxy fatty acids [FA0107],Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],0.6781,1,,[]
Epoxy fatty acids [FA0107],Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],0.8883,1,,[]
Ergosterols and C24-methyl derivatives [ST0103],Sterol Lipids [ST],Sterols [ST01],0.7049,1,,[]
Ergosterols and C24-methyl derivatives [ST0103],Sterol Lipids [ST],Sterols [ST01],0.7952,1,,[]
Fatty acid estolides [FA0709],Fatty Acyls [FA],Fatty esters [FA07],0.583,8,,[]
Fatty acid estolides [FA0709],Fatty Acyls [FA],Fatty esters [FA07],0.6641,1,,[]
Fatty acid estolides [FA0709],Fatty Acyls [FA],Fatty esters [FA07],0.741,1,,[]
Fatty acid estolides [FA0709],Fatty Acyls [FA],Fatty esters [FA07],0.8179,2,,[]
Fatty acyl CoAs [FA0705],Fatty Acyls [FA],Fatty esters [FA07],0.0838,1,,[]
Fatty acyl CoAs [FA0705],Fatty Acyls [FA],Fatty esters [FA07],0.086,2,,[]
Fatty acyl CoAs [FA0705],Fatty Acyls [FA],Fatty esters [FA07],0.0898,1,,[]
Fatty acyl CoAs [FA0705],Fatty Acyls [FA],Fatty esters [FA07],0.1535,1,,[]
Fatty acyl CoAs [FA0705],Fatty Acyls [FA],Fatty esters [FA07],0.1587,1,,[]
Fatty acyl CoAs [FA0705],Fatty Acyls [FA],Fatty esters [FA07],0.1935,2,,[]
Fatty acyl CoAs [FA0705],Fatty Acyls [FA],Fatty esters [FA07],0.2164,3,,[]
Fatty acyl CoAs [FA0705],Fatty Acyls [FA],Fatty esters [FA07],0.2231,1,,[]
Fatty acyl CoAs [FA0705],Fatty Acyls [FA],Fatty esters [FA07],0.2357,1,,[]
Fatty acyl CoAs [FA0705],Fatty Acyls [FA],Fatty esters [FA07],0.3816,1,,[]
Fatty acyl CoAs [FA0705],Fatty Acyls [FA],Fatty esters [FA07],0.9076,1,,[]
Fatty acyl glycosides of mono- and disaccharides [FA1301],Fatty Acyls [FA],Fatty acyl glycosides [FA13],0.5334,1,,[]
Fatty acyl glycosides of mono- and disaccharides [FA1301],Fatty Acyls [FA],Fatty acyl glycosides [FA13],0.652,3,,[]
Fatty acyl glycosides of mono- and disaccharides [FA1301],Fatty Acyls [FA],Fatty acyl glycosides [FA13],0.6749,4,,[]
Fatty acyl glycosides of mono- and disaccharides [FA1301],Fatty Acyls [FA],Fatty acyl glycosides [FA13],0.6979,1,,[]
Fatty acyl glycosides of mono- and disaccharides [FA1301],Fatty Acyls [FA],Fatty acyl glycosides [FA13],0.7245,1,,[]
Fatty acyl glycosides of mono- and disaccharides [FA1301],Fatty Acyls [FA],Fatty acyl glycosides [FA13],0.7438,1,,[]
Fatty acyl glycosides of mono- and disaccharides [FA1301],Fatty Acyls [FA],Fatty acyl glycosides [FA13],0.7476,1,,[]
Fatty acyl glycosides of mono- and disaccharides [FA1301],Fatty Acyls [FA],Fatty acyl glycosides [FA13],0.7742,1,,[]
Fatty acyl glycosides of mono- and disaccharides [FA1301],Fatty Acyls [FA],Fatty acyl glycosides [FA13],0.7935,7,,[]
Fatty acyl glycosides of mono- and disaccharides [FA1301],Fatty Acyls [FA],Fatty acyl glycosides [FA13],0.8164,6,,[]
Fatty acyl glycosides of mono- and disaccharides [FA1301],Fatty Acyls [FA],Fatty acyl glycosides [FA13],0.8394,2,,[]
Fatty acyl homoserine lactones [FA0803],Fatty Acyls [FA],Fatty amides [FA08],0.8756,10,,[]
Fatty acyl homoserine lactones [FA0803],Fatty Acyls [FA],Fatty amides [FA08],0.8985,13,,[]
Flavanones [PK1214],Polyketides [PK],Flavonoids [PK12],0.3803,1,,[]
Flavanones [PK1214],Polyketides [PK],Flavonoids [PK12],0.4033,5,,[]
Flavanones [PK1214],Polyketides [PK],Flavonoids [PK12],0.4262,2,,[]
Flavanones [PK1214],Polyketides [PK],Flavonoids [PK12],0.4491,1,,[]
Flavanones [PK1214],Polyketides [PK],Flavonoids [PK12],0.4855,3,,[]
Flavanones [PK1214],Polyketides [PK],Flavonoids [PK12],0.5084,18,,[]
Flavanones [PK1214],Polyketides [PK],Flavonoids [PK12],0.5314,15,,[]
Flavanones [PK1214],Polyketides [PK],Flavonoids [PK12],0.5543,5,,[]
Flavanones [PK1214],Polyketides [PK],Flavonoids [PK12],0.5907,6,,[]
Flavanones [PK1214],Polyketides [PK],Flavonoids [PK12],0.6021,1,,[]
Flavanones [PK1214],Polyketides [PK],Flavonoids [PK12],0.6136,25,,[]
Flavanones [PK1214],Polyketides [PK],Flavonoids [PK12],0.6322,1,,[]
Flavanones [PK1214],Polyketides [PK],Flavonoids [PK12],0.6366,30,,[]
Flavanones [PK1214],Polyketides [PK],Flavonoids [PK12],0.6729,2,,[]
Flavanones [PK1214],Polyketides [PK],Flavonoids [PK12],0.6878,1,,[]
Flavanones [PK1214],Polyketides [PK],Flavonoids [PK12],0.6958,4,,[]
Flavanones [PK1214],Polyketides [PK],Flavonoids [PK12],0.7188,30,,[]
Flavanones [PK1214],Polyketides [PK],Flavonoids [PK12],0.7551,1,,[]
Flavanones [PK1214],Polyketides [PK],Flavonoids [PK12],0.7647,47,,[]
Flavanones [PK1214],Polyketides [PK],Flavonoids [PK12],0.7876,21,,[]
Flavanones [PK1214],Polyketides [PK],Flavonoids [PK12],0.8106,2,,[]
"Flavans, Flavanols and Leucoanthocyanidins [PK1202]",Polyketides [PK],Flavonoids [PK12],0.0053,1,,[]
"Flavans, Flavanols and Leucoanthocyanidins [PK1202]",Polyketides [PK],Flavonoids [PK12],0.4376,7,,[]
"Flavans, Flavanols and Leucoanthocyanidins [PK1202]",Polyketides [PK],Flavonoids [PK12],0.4759,1,,[]
"Flavans, Flavanols and Leucoanthocyanidins [PK1202]",Polyketides [PK],Flavonoids [PK12],0.4989,7,,[]
"Flavans, Flavanols and Leucoanthocyanidins [PK1202]",Polyketides [PK],Flavonoids [PK12],0.5218,4,,[]
"Flavans, Flavanols and Leucoanthocyanidins [PK1202]",Polyketides [PK],Flavonoids [PK12],0.5811,1,,[]
"Flavans, Flavanols and Leucoanthocyanidins [PK1202]",Polyketides [PK],Flavonoids [PK12],0.6041,4,,[]
"Flavans, Flavanols and Leucoanthocyanidins [PK1202]",Polyketides [PK],Flavonoids [PK12],0.627,19,,[]
"Flavans, Flavanols and Leucoanthocyanidins [PK1202]",Polyketides [PK],Flavonoids [PK12],0.65,15,,[]
"Flavans, Flavanols and Leucoanthocyanidins [PK1202]",Polyketides [PK],Flavonoids [PK12],0.6729,6,,[]
"Flavans, Flavanols and Leucoanthocyanidins [PK1202]",Polyketides [PK],Flavonoids [PK12],0.7092,2,,[]
"Flavans, Flavanols and Leucoanthocyanidins [PK1202]",Polyketides [PK],Flavonoids [PK12],0.7322,14,,[]
"Flavans, Flavanols and Leucoanthocyanidins [PK1202]",Polyketides [PK],Flavonoids [PK12],0.7551,31,,[]
"Flavans, Flavanols and Leucoanthocyanidins [PK1202]",Polyketides [PK],Flavonoids [PK12],0.7781,16,,[]
"Flavans, Flavanols and Leucoanthocyanidins [PK1202]",Polyketides [PK],Flavonoids [PK12],0.801,18,,[]
"Flavans, Flavanols and Leucoanthocyanidins [PK1202]",Polyketides [PK],Flavonoids [PK12],0.824,8,,[]
"Flavans, Flavanols and Leucoanthocyanidins [PK1202]",Polyketides [PK],Flavonoids [PK12],0.8469,1,,[]
"Flavans, Flavanols and Leucoanthocyanidins [PK1202]",Polyketides [PK],Flavonoids [PK12],0.946,1,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.0666,1,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.1435,1,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.1929,1,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.2158,5,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.2388,7,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.2617,14,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.2717,1,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.275,2,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.2981,3,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.2989,2,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.308,5,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.321,28,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.3309,1,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.344,64,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.3626,1,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.3669,87,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.3855,1,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.3899,54,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.3998,1,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.4175,2,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.4219,2,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.4262,24,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.4405,12,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.4448,7,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.4491,93,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.4634,4,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.4721,173,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.4907,4,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.5084,1,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.5314,9,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.55,11,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.5543,94,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.5729,23,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.5773,150,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.5959,14,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.6002,145,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.6021,1,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.6188,1,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.6285,1,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.6366,26,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.6595,96,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.6744,1,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.6958,1,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.7054,205,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.7091,1,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.7283,134,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.7513,61,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.755,2,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.7742,26,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.7972,4,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.7988,1,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.8201,1,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.9614,1,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.9767,1,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.9844,1,,[]
Flavones and Flavonols [PK1211],Polyketides [PK],Flavonoids [PK12],0.9996,1,,[]
Furospirostanols and derivatives [ST0109],Sterol Lipids [ST],Sterols [ST01],0.3478,2,,[]
Furospirostanols and derivatives [ST0109],Sterol Lipids [ST],Sterols [ST01],0.4759,1,,[]
Furospirostanols and derivatives [ST0109],Sterol Lipids [ST],Sterols [ST01],0.5391,3,,[]
Furospirostanols and derivatives [ST0109],Sterol Lipids [ST],Sterols [ST01],0.562,2,,[]
Furostanols and derivatives [ST0107],Sterol Lipids [ST],Sterols [ST01],0.214,1,,[]
Furostanols and derivatives [ST0107],Sterol Lipids [ST],Sterols [ST01],0.2235,1,,[]
Furostanols and derivatives [ST0107],Sterol Lipids [ST],Sterols [ST01],0.2331,1,,[]
Furostanols and derivatives [ST0107],Sterol Lipids [ST],Sterols [ST01],0.2694,1,,[]
Furostanols and derivatives [ST0107],Sterol Lipids [ST],Sterols [ST01],0.3287,2,,[]
Furostanols and derivatives [ST0107],Sterol Lipids [ST],Sterols [ST01],0.3517,1,,[]
Furostanols and derivatives [ST0107],Sterol Lipids [ST],Sterols [ST01],0.3746,2,,[]
Furostanols and derivatives [ST0107],Sterol Lipids [ST],Sterols [ST01],0.4244,1,,[]
Furostanols and derivatives [ST0107],Sterol Lipids [ST],Sterols [ST01],0.4664,1,,[]
Furostanols and derivatives [ST0107],Sterol Lipids [ST],Sterols [ST01],0.4893,1,,[]
Galalpha1-3Galbeta1-4Glc- (Isoglobo series) [SP0506],Sphingolipids [SP],Neutral glycosphingolipids [SP05],0.0187,6,,[]
Galalpha1-3Galbeta1-4Glc- (Isoglobo series) [SP0506],Sphingolipids [SP],Neutral glycosphingolipids [SP05],0.1239,6,,[]
Galalpha1-3Galbeta1-4Glc- (Isoglobo series) [SP0506],Sphingolipids [SP],Neutral glycosphingolipids [SP05],0.1468,12,,[]
Galalpha1-3Galbeta1-4Glc- (Isoglobo series) [SP0506],Sphingolipids [SP],Neutral glycosphingolipids [SP05],0.3994,6,,[]
Galalpha1-3Galbeta1-4Glc- (Isoglobo series) [SP0506],Sphingolipids [SP],Neutral glycosphingolipids [SP05],0.5275,6,,[]
Galalpha1-3Galbeta1-4Glc- (Isoglobo series) [SP0506],Sphingolipids [SP],Neutral glycosphingolipids [SP05],0.9995,6,,[]
Glucuronides [ST0501],Sterol Lipids [ST],Steroid conjugates [ST05],0.5538,1,,[]
Glucuronides [ST0501],Sterol Lipids [ST],Steroid conjugates [ST05],0.5619,2,,[]
Glucuronides [ST0501],Sterol Lipids [ST],Steroid conjugates [ST05],0.6036,1,,[]
Glucuronides [ST0501],Sterol Lipids [ST],Steroid conjugates [ST05],0.6479,1,,[]
Glucuronosphingolipids [SP0603],Sphingolipids [SP],Acidic glycosphingolipids [SP06],0.7608,2,,[]
